fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
264,1893733459,Bursera biflora,17.33,-96.49,8,1985,17.05833,12.35,63.98964,168.66904,27.1,7.8,19.3,17.11667,16.41667,19.21667,14.96667,1350,252,19,82.0528,688,59,342,135,2008
265,1893733456,Bursera biflora,17.791667,-96.958333,7,2002,25.00833,14.68333,63.0186,243.93399,36.7,13.4,23.3,26.33333,23.11667,28,21.83333,609,125,6,96.46761,349,20,175,21,674
266,1893733455,Bursera biflora,18.150003,-97.19177,6,2002,24.65,18.15,70.07722,239.29822,37.4,11.5,25.9,26,21.48333,27.5,21.48333,443,90,3,97.10144,252,12,142,12,940
267,1893733451,Bursera biflora,17.353333,-96.611667,7,1978,19.55417,14.09167,65.54264,180.58565,30.3,8.8,21.5,20.03333,18.51667,21.75,17.21667,1115,201,14,84.286,581,55,314,83,1707
268,1893733447,Bursera biflora,17.409433,-96.808887,7,1978,21.14583,14.50833,64.48148,212.63986,32.3,9.8,22.5,22.33333,19.73333,23.68333,18.38333,912,168,11,86.155,486,45,269,58,1469
269,1893439588,Bursera biflora,18.475,-97.458333,5,1948,19.23333,15.51667,66.59513,220.19963,30.7,7.4,23.3,20.66667,16.31667,21.75,16.31667,569,120,5,87.8772,276,22,206,22,1753
270,1893439542,Bursera biflora,18.475,-97.408333,8,1897,20.25833,15.38333,66.88406,220.83348,31.5,8.5,23,21.28333,18.51667,22.76667,17.3,620,129,6,87.95626,302,28,210,28,1651
271,1893439515,Bursera biflora,18.425,-97.341667,7,1979,21.77083,16.60833,68.34705,228.55733,33.5,9.2,24.3,22.81667,19.96667,24.38333,18.71667,565,128,5,93.89355,287,24,189,25,1423
272,1893439454,Bursera biflora,18.241667,-97.591667,9,1979,17.92083,14.40833,67.64476,188.51643,28.8,7.5,21.3,18.86667,15.5,20.18333,15.5,528,134,3,97.59855,281,13,223,14,2028
273,1893439439,Bursera biflora,18.041667,-97.491667,6,1983,18.625,14.4,67.28972,191.88655,29.5,8.1,21.4,19.53333,16.23333,20.98333,16.16667,521,123,6,89.19489,267,23,204,27,1955
274,1893430590,Bursera biflora,17.958333,-97.025,7,1978,25.71667,15.68333,64.80717,240.86333,37.8,13.6,24.2,26.55,23.73333,28.65,22.55,697,140,7,95.94597,399,25,191,27,616
275,1893430558,Bursera biflora,18.558333,-97.425,8,1974,17.55,14.55,66.43835,199.33983,28.6,6.7,21.9,18.68333,14.98333,19.95,14.98333,601,119,8,83.23541,280,27,214,36,1878
276,1893430541,Bursera biflora,17.875,-96.975,6,1978,25.125,15.26667,63.87727,244.38699,37.2,13.3,23.9,25.86667,23.25,28.15,21.96667,734,149,7,95.44825,418,28,205,28,717
277,1893430508,Bursera biflora,18.191667,-97.591667,7,1978,16.79583,14.70833,68.73053,178.73875,27.7,6.3,21.4,17.65,14.53333,18.96667,14.51667,547,138,3,98.3416,288,12,232,13,2167
278,1893430487,Bursera biflora,18.419013,-97.421337,5,1976,19.825,15.1,66.81416,214.94716,31,8.4,22.6,21.2,16.96667,22.3,16.96667,591,124,6,87.14644,290,26,206,26,1710
279,1893430471,Bursera biflora,18.480003,-97.372507,6,1978,20.37083,15.225,67.07049,218.27275,31.5,8.8,22.7,21.33333,18.68333,22.88333,17.46667,646,134,7,88.25293,319,31,216,32,1597
280,1893430453,Bursera biflora,19.225,-96.825,4,1979,21.30417,11.175,61.74033,220.16995,30.4,12.3,18.1,23,20.81667,23.61667,18.23333,1325,240,31,79.30984,663,103,365,112,848
281,1846512391,Bursera biflora,18.408889,-97.399444,9,1979,20.93333,15.8,67.23404,225.99612,32.4,8.9,23.5,22.4,19.18333,23.51667,17.91667,575,124,5,91.64959,288,25,197,25,1560
282,1846511928,Bursera biflora,18.686389,-98.463333,7,1979,21.76667,16.53333,71.57287,173.74657,33.2,10.1,23.1,22.63333,19.56667,23.96667,19.56667,813,182,3,103.95329,493,15,263,15,1487
283,1846511875,Bursera biflora,18.324722,-97.746111,8,1980,20.1,14.41667,68.00314,185.93742,30.9,9.7,21.2,21.01667,17.7,22.33333,17.7,518,124,3,96.67799,282,13,194,13,1707
284,1419231938,Bursera biflora,18.305,-97.470833,10,1979,20.225,14.3,66.51163,206.63429,31,9.5,21.5,21.45,17.46667,22.61667,17.46667,514,117,5,90.88501,265,19,193,19,1765
285,1419227768,Bursera biflora,18.151389,-97.614167,5,2000,18.9875,14.40833,66.70525,196.49342,30.1,8.5,21.6,19.95,16.5,21.38333,16.48333,501,125,4,94.77228,271,15,200,19,1846
286,1419227285,Bursera biflora,18.3325,-97.477222,7,1985,21.54583,15.85833,68.35488,213.56773,32.9,9.7,23.2,22.83333,19.9,24,18.68333,440,105,3,99.99395,231,14,163,14,1496
287,1419213939,Bursera biflora,17.414554,-96.814116,7,1978,21.14583,14.50833,64.48148,212.63986,32.3,9.8,22.5,22.33333,19.73333,23.68333,18.38333,912,168,11,86.155,486,45,269,58,1469
288,1419212609,Bursera biflora,18.334193,-97.464757,6,1971,21.07917,15.29167,67.66224,211.79384,32.2,9.6,22.6,22.35,18.25,23.53333,18.25,485,113,3,96.62588,255,16,177,16,1571
289,1419212228,Bursera biflora,18.53083,-97.412694,8,1974,18.59583,14.90833,66.55506,204.53336,29.7,7.3,22.4,19.81667,15.93333,21.01667,15.93333,638,126,8,82.71186,299,31,218,44,1776
290,1419201599,Bursera biflora,18.375085,-97.461955,10,1964,18.15,14.03333,67.14513,194.41054,28.7,7.8,20.9,19.26667,15.61667,20.43333,15.61667,519,106,6,81.94233,236,26,196,26,1918
291,1419194986,Bursera biflora,18.155833,-97.611944,5,2000,18.9875,14.40833,66.70525,196.49342,30.1,8.5,21.6,19.95,16.5,21.38333,16.48333,501,125,4,94.77228,271,15,200,19,1846
292,1418347475,Bursera biflora,18.341667,-97.441667,5,1979,20.99167,15.1,67.11111,213.12428,32.1,9.6,22.5,22.26667,18.15,23.46667,18.15,510,116,4,94.3904,264,18,184,18,1588
293,1259618169,Bursera biflora,17.35,-96.639444,7,1978,18.175,13.28333,65.43514,170.2605,28.4,8.1,20.3,18.53333,17.31667,20.25,15.96667,1152,214,14,84.96929,596,49,321,91,1865
294,1259535571,Bursera biflora,18.01666,-97.36666,10,2001,19.05,15.18333,66.30276,214.55025,30.5,7.6,22.9,20.28333,17.6,21.63333,16.28333,518,117,4,91.51221,278,18,189,25,1929
295,1259528886,Bursera biflora,18.283333,-91.533333,6,1985,26.825,11.93333,64.50451,202.75937,36.5,18,18.5,27.6,26.6,28.98333,24.03333,1519,249,25,64.14077,673,102,316,194,1
296,1259528868,Bursera biflora,17.893611,-96.982778,6,1978,25.4375,15.04167,62.93584,248.62466,37.4,13.5,23.9,26.31667,23.4,28.46667,22.18333,624,129,6,98.60019,363,20,174,21,593
297,1259493917,Bursera biflora,18.389167,-97.431667,7,1978,20.72083,15.35833,66.77536,219.42548,32,9,23,22.1,19.03333,23.25,17.8,540,119,4,92.24995,275,22,190,22,1593
298,1259469818,Bursera biflora,17.5625,-96.945833,11,1983,19.68333,13.5,63.98104,197.98225,30.2,9.1,21.1,20.75,18.35,22.08333,17.15,898,176,11,91.94019,489,34,265,56,1809
299,1259249855,Bursera biflora,18.18333,-97.36666,7,1908,15.82917,13.34167,66.70833,180.16986,26.2,6.2,20,16.68333,14.68333,18.08333,13.55,618,137,7,90.6369,328,24,223,30,2184
300,1259249634,Bursera biflora,18.25,-97.55,7,1983,19.46667,14.6,66.97247,203.59645,30.5,8.7,21.8,20.56667,16.8,21.86667,16.8,505,118,6,87.81416,255,23,195,23,1839
301,1259249285,Bursera biflora,17.48333,-96.86666,12,1991,22.8,15.26667,64.96453,224.03329,34.4,10.9,23.5,24.03333,19.93333,25.5,19.91667,936,179,13,89.89529,511,40,274,54,1208
